"replicate","exp_day","treatment","trait","sub_rep"
3,1,"starvation",11.0571165302668,"C"
3,1,"starvation",10.966273074341,"A"
3,1,"starvation",11.5753184933847,"A"
3,1,"starvation",11.3151802097251,"C"
3,1,"starvation",11.6250914918503,"A"
3,1,"starvation",10.4028164891537,"B"
3,1,"starvation",10.6146590696413,"A"
3,1,"starvation",11.1464165792626,"A"
3,2,"control",11.5337802606574,"A"
3,2,"control",11.338215679806,"C"
3,2,"control",11.650973300311,"A"
3,2,"control",11.6889145501894,"C"
3,2,"control",12.0053323958751,"C"
3,2,"control",11.3502225058614,"C"
3,2,"control",12.2323883430635,"B"
3,2,"control",11.5846447301802,"A"
3,2,"control",11.0193137933937,"C"
3,2,"control",11.3406628163117,"B"
3,2,"half",11.4033864384266,"C"
3,2,"half",11.0568471419113,"C"
3,2,"half",11.5860998743912,"C"
3,2,"half",11.5077469566056,"C"
3,2,"half",11.3552544559263,"C"
3,2,"half",11.9080566561861,"A"
3,2,"half",11.9221449053515,"A"
3,2,"half",10.8949494968704,"A"
3,2,"half",12.1795294427304,"B"
3,2,"half",11.3885406821464,"B"
3,2,"starvation",10.3325501940387,"B"
3,2,"starvation",11.1294295692617,"A"
3,2,"starvation",10.3874742354798,"B"
3,2,"starvation",10.6628358562272,"A"
3,2,"starvation",9.97681951756765,"B"
3,2,"starvation",11.1490180946411,"A"
3,2,"starvation",10.4187762392318,"A"
3,2,"starvation",10.3802259613128,"C"
3,2,"starvation",10.3551411666847,"C"
3,2,"starvation",11.4727928453383,"A"
3,3,"control",12.0110998757659,"C"
3,3,"control",11.9083690208319,"B"
3,3,"control",12.4199713138223,"B"
3,3,"control",12.0157189239986,"B"
3,3,"control",11.5349126291225,"C"
3,3,"control",12.4674623724535,"B"
3,3,"control",12.1657215757044,"B"
3,3,"control",11.7885940399586,"A"
3,3,"control",11.7279986892117,"A"
3,3,"control",12.0218781612104,"A"
3,3,"half",10.8065768065222,"B"
3,3,"half",10.593861542351,"C"
3,3,"half",10.8186286767725,"A"
3,3,"half",11.1754567824546,"B"
3,3,"half",10.9222935661694,"A"
3,3,"half",10.6773767369994,"B"
3,3,"half",11.0290168598254,"B"
3,3,"half",10.9711011967571,"A"
3,3,"half",10.8177714336832,"B"
3,3,"half",11.1720376178415,"B"
3,3,"starvation",9.80589977308812,"B"
3,3,"starvation",9.54747847791171,"C"
3,3,"starvation",9.37587093762793,"B"
3,3,"starvation",9.69480412807707,"C"
3,3,"starvation",10.0247270842654,"C"
3,3,"starvation",10.0000766994447,"A"
3,3,"starvation",10.059868947151,"C"
3,3,"starvation",10.3211825928026,"A"
3,3,"starvation",10.2330375680257,"A"
3,3,"starvation",10.1035610263981,"B"
3,4,"control",12.6842325552438,"B"
3,4,"control",11.4735045049442,"C"
3,4,"control",11.7861237152646,"C"
3,4,"control",12.0068255621608,"A"
3,4,"control",12.0934661743152,"B"
3,4,"control",11.6423633066384,"C"
3,4,"control",11.2709984699481,"A"
3,4,"control",10.6800939029733,"C"
3,4,"control",10.7591753041915,"B"
3,4,"control",12.2947099464995,"A"
3,4,"half",10.4989451399199,"A"
3,4,"half",11.4223556182791,"B"
3,4,"half",10.7927594573599,"C"
3,4,"half",10.9764304174709,"B"
3,4,"half",10.7197739598983,"C"
3,4,"half",11.0215969893025,"B"
3,4,"half",10.1384571206876,"C"
3,4,"half",10.7968518192591,"C"
3,4,"half",10.953572123247,"A"
3,4,"half",10.3947640634424,"C"
3,4,"starvation",8.9619723014031,"A"
3,4,"starvation",8.8896383956433,"A"
3,4,"starvation",8.67058321154525,"A"
3,4,"starvation",8.20421376726487,"B"
3,4,"starvation",8.54266922232807,"A"
3,4,"starvation",9.03573838243022,"B"
3,4,"starvation",8.38219389856931,"B"
3,4,"starvation",8.81321726771355,"C"
3,4,"starvation",8.87266479320246,"C"
3,4,"starvation",8.72519486487624,"B"
3,5,"control",11.7968218341859,"C"
3,5,"control",11.6436875837539,"C"
3,5,"control",12.3740177829811,"C"
3,5,"control",12.2386864418062,"C"
3,5,"control",11.7826653717751,"B"
3,5,"control",12.4088266331757,"C"
3,5,"control",12.0491893506688,"A"
3,5,"control",12.155130288863,"C"
3,5,"control",12.4541461735944,"C"
3,5,"control",11.9742634285713,"B"
3,5,"half",9.41788391506761,"A"
3,5,"half",9.45230644972027,"C"
3,5,"half",9.75823857756123,"C"
3,5,"half",10.0638369729438,"A"
3,5,"half",10.1312707151509,"B"
3,5,"half",9.79813011225081,"C"
3,5,"half",9.34077158100905,"C"
3,5,"half",9.93890583800061,"C"
3,5,"half",10.344169907426,"B"
3,5,"half",9.47476216587432,"A"
3,5,"starvation",9.11656872519112,"C"
3,5,"starvation",9.00814518081947,"C"
3,5,"starvation",8.05659519681995,"A"
3,5,"starvation",8.97783696705157,"A"
3,5,"starvation",9.43633956980258,"B"
3,5,"starvation",8.65882334523492,"C"
3,5,"starvation",9.46697067080962,"B"
3,5,"starvation",7.80012625486108,"B"
3,5,"starvation",8.20645091466635,"A"
3,5,"starvation",8.52368089537329,"A"
3,6,"control",11.1785603916989,"A"
3,6,"control",10.4850861528546,"C"
3,6,"control",11.4451286100696,"B"
3,6,"control",11.2924201839021,"C"
3,6,"control",11.1725590837245,"C"
3,6,"control",11.3751800267226,"C"
3,6,"control",11.4316075320914,"C"
3,6,"control",11.6023596041666,"A"
3,6,"control",10.7996096172825,"A"
3,6,"control",11.3154291232765,"B"
3,6,"half",10.9779219523289,"C"
3,6,"half",11.6340393046954,"B"
3,6,"half",11.1963173358127,"A"
3,6,"half",11.4882876125338,"B"
3,6,"half",11.2880771657517,"A"
3,6,"half",11.7498365692825,"B"
3,6,"half",11.3990902023408,"A"
3,6,"half",11.4197786790428,"A"
3,6,"half",11.132501951543,"B"
3,6,"half",10.6524413530721,"C"
3,6,"starvation",7.20068879214475,"C"
3,6,"starvation",7.20370843699239,"B"
3,6,"starvation",6.66215392378692,"C"
3,6,"starvation",7.40874660404475,"A"
3,6,"starvation",7.19544963108579,"A"
3,6,"starvation",6.820337043638,"B"
3,6,"starvation",7.31595876543254,"A"
3,6,"starvation",8.26896561563307,"A"
3,6,"starvation",7.4924818840479,"C"
3,6,"starvation",6.91014651334605,"B"
3,7,"control",11.7473384043813,"C"
3,7,"control",12.3740690488072,"A"
3,7,"control",11.5710937308015,"B"
3,7,"control",12.3132308491295,"C"
3,7,"control",11.3666145470493,"B"
3,7,"control",12.0260243454972,"A"
3,7,"control",12.9998907550685,"A"
3,7,"control",11.8442960633617,"C"
3,7,"control",11.4040805872362,"C"
3,7,"control",11.8042415661239,"A"
3,7,"half",10.1478882186803,"C"
3,7,"half",10.2154316186232,"B"
3,7,"half",9.94197321977727,"A"
3,7,"half",10.7618824038229,"B"
3,7,"half",10.2588932611058,"A"
3,7,"half",10.0242518056393,"B"
3,7,"half",9.31878231068472,"B"
3,7,"half",10.1807188258057,"A"
3,7,"half",10.3259945334935,"B"
3,7,"half",10.4716271590712,"B"
3,7,"starvation",5.18824541001294,"C"
3,7,"starvation",5.31719438774402,"C"
3,7,"starvation",5.34231988683777,"A"
3,7,"starvation",5.12673532028858,"B"
3,7,"starvation",6.34041075464593,"A"
3,7,"starvation",5.07530947538947,"C"
3,7,"starvation",5.80946988032062,"B"
3,7,"starvation",5.57069296648738,"A"
3,7,"starvation",6.07088201068198,"A"
3,7,"starvation",5.31097381875205,"C"
3,8,"control",11.7685879945404,"A"
3,8,"control",11.5409854816037,"A"
3,8,"control",12.2578744427759,"B"
3,8,"control",11.624411330425,"B"
3,8,"control",11.2803768587772,"B"
3,8,"control",11.7621272639195,"A"
3,8,"control",11.4180633689659,"C"
3,8,"control",12.2171302875005,"C"
3,8,"control",11.3589879773382,"B"
3,8,"control",11.9897088834507,"B"
3,8,"half",11.2335152813932,"C"
3,8,"half",11.413046561642,"C"
3,8,"half",11.2061526006035,"A"
3,8,"half",11.2753000707799,"B"
3,8,"half",11.1300197406362,"A"
3,8,"half",11.2270805701407,"A"
3,8,"half",11.7055175424656,"B"
3,8,"half",11.1328890531201,"B"
3,8,"half",11.2191965173745,"B"
3,8,"half",11.0333732840056,"A"
3,8,"starvation",4.17666805289941,"B"
3,8,"starvation",4.14001639160613,"B"
3,8,"starvation",3.92173753489408,"C"
3,8,"starvation",5.04121653830196,"B"
3,8,"starvation",5.01750001274339,"A"
3,8,"starvation",4.29911288259258,"B"
3,8,"starvation",4.90596334214213,"A"
3,8,"starvation",4.29130257503894,"B"
3,8,"starvation",4.64479011566836,"B"
3,8,"starvation",4.60246977584543,"B"
3,9,"control",11.4996434457866,"A"
3,9,"control",11.4800424601254,"A"
3,9,"control",12.1910739971756,"B"
3,9,"control",11.8247394109857,"B"
3,9,"control",11.1808837254141,"C"
3,9,"control",12.5008711651846,"B"
3,9,"control",11.1499212762493,"B"
3,9,"control",11.6111603432628,"A"
3,9,"control",12.3730489997743,"B"
3,9,"control",11.8014214417957,"A"
3,9,"half",8.64411267012736,"C"
3,9,"half",9.14233930874799,"C"
3,9,"half",9.58321873907198,"A"
3,9,"half",9.55699412700839,"A"
3,9,"half",9.04975416728561,"B"
3,9,"half",8.86374901902445,"C"
3,9,"half",8.51553105816568,"A"
3,9,"half",8.95585961824817,"C"
3,9,"half",8.64718163075485,"B"
3,9,"half",8.52196301819873,"C"
3,9,"starvation",5.0675275516902,"C"
3,9,"starvation",5.62568716502179,"C"
3,9,"starvation",5.40559478259938,"C"
3,9,"starvation",4.73712273760202,"C"
3,9,"starvation",5.06645416155379,"B"
3,9,"starvation",4.61619727620822,"C"
3,9,"starvation",4.44699358703992,"C"
3,9,"starvation",4.82539352147859,"C"
3,9,"starvation",5.10967079079078,"C"
3,9,"starvation",5.97659661917412,"B"
3,10,"control",12.0009811600954,"C"
3,10,"control",10.8458276164606,"C"
3,10,"control",11.7243919808388,"A"
3,10,"control",11.6299823781425,"A"
3,10,"control",12.0356303430608,"B"
3,10,"control",12.2254287375412,"B"
3,10,"control",11.8643331670583,"B"
3,10,"control",10.8965490209965,"B"
3,10,"control",11.5429489735578,"C"
3,10,"control",12.0672598422139,"B"
3,10,"half",9.02677883792851,"C"
3,10,"half",9.12130094412348,"B"
3,10,"half",8.67606317309171,"B"
3,10,"half",8.78777963390377,"B"
3,10,"half",9.32942010214287,"B"
3,10,"half",9.69465431194623,"A"
3,10,"half",8.99752679996732,"B"
3,10,"half",9.11068890675399,"A"
3,10,"half",8.91694025025655,"A"
3,10,"half",9.55720209943372,"B"
3,10,"starvation",4.21506898275986,"C"
3,10,"starvation",4.38826072406813,"C"
3,10,"starvation",3.57049609470173,"B"
3,10,"starvation",3.74448253072859,"A"
3,10,"starvation",4.72463430010437,"A"
3,10,"starvation",4.58763938017307,"A"
3,10,"starvation",4.17007385984934,"C"
3,10,"starvation",4.27487587767397,"A"
3,10,"starvation",4.1037828292717,"B"
3,10,"starvation",4.29681936367031,"B"
4,0,"control",11.6952462032386,"B"
4,0,"control",12.2008473601764,"C"
4,0,"control",12.1682459706059,"C"
4,0,"control",12.2348313575878,"B"
4,0,"control",11.8232995515032,"A"
4,0,"control",11.504254169119,"A"
4,0,"control",11.8712704693643,"C"
4,0,"control",11.9440702885469,"B"
4,0,"control",11.7644291765191,"B"
4,0,"control",11.9002145938348,"A"
4,0,"half",11.452635053544,"B"
4,0,"half",11.2802080546901,"A"
4,0,"half",11.9907139238252,"B"
4,0,"half",11.597928846858,"C"
4,0,"half",10.9929321780846,"A"
4,0,"half",11.219084707087,"A"
4,0,"half",11.754949691554,"C"
4,0,"half",12.3938075293396,"B"
4,0,"half",11.5805222742081,"B"
4,0,"half",11.7709046174981,"B"
4,0,"starvation",11.761422927023,"A"
4,0,"starvation",11.9777140619484,"A"
4,0,"starvation",11.6642824198117,"A"
4,0,"starvation",11.768243847566,"A"
4,0,"starvation",12.6773482967962,"B"
4,0,"starvation",11.5213808811363,"C"
4,0,"starvation",11.3808123049892,"A"
4,0,"starvation",11.2808751183969,"B"
4,0,"starvation",11.2347057297234,"A"
4,0,"starvation",11.679630731897,"C"
4,1,"control",12.089216268555,"C"
4,1,"control",11.5560086140961,"C"
4,1,"control",11.7625496918416,"A"
4,1,"control",12.7245601559537,"B"
4,1,"control",11.353581536068,"C"
4,1,"control",12.0141275344273,"B"
4,1,"control",11.5652556776593,"A"
4,1,"control",12.1036548929647,"C"
4,1,"control",11.7770565969014,"B"
4,1,"control",11.6650104532303,"C"
4,1,"half",11.367908278888,"C"
4,1,"half",11.2846393807549,"B"
4,1,"half",11.363104298,"B"
4,1,"half",11.1861035816436,"A"
4,1,"half",11.8968222532598,"C"
4,1,"half",11.1648749365486,"A"
4,1,"half",11.0057315411274,"A"
4,1,"half",11.2211578683688,"C"
4,1,"half",11.8087961351473,"B"
4,1,"half",11.312750136193,"A"
4,1,"starvation",10.9135161096883,"A"
4,1,"starvation",10.9265329074933,"C"
4,1,"starvation",11.0863262499492,"A"
4,1,"starvation",11.1037009545452,"C"
4,1,"starvation",10.6160513289933,"A"
4,1,"starvation",11.3138676234081,"B"
4,1,"starvation",11.005241875954,"C"
4,1,"starvation",10.6431678502497,"C"
4,1,"starvation",10.7035574709964,"B"
4,1,"starvation",10.7141081938368,"A"
4,2,"control",12.1863742528494,"C"
4,2,"control",12.0712286683899,"B"
4,2,"control",11.8683407101187,"A"
4,2,"control",11.3773355371293,"C"
4,2,"control",12.4112639101391,"B"
4,2,"control",11.9463447803693,"A"
4,2,"control",11.4782287380493,"A"
4,2,"control",11.4869060081119,"C"
4,2,"control",11.4923441101484,"A"
4,2,"control",11.4757958590416,"B"
4,2,"half",11.921072834837,"A"
4,2,"half",10.789785204411,"A"
4,2,"half",11.1179205485198,"B"
4,2,"half",11.202673755979,"C"
4,2,"half",12.0410047343954,"A"
4,2,"half",11.1611120347708,"B"
4,2,"half",11.0356622648965,"A"
4,2,"half",11.4453302851242,"B"
4,2,"half",11.2626707217471,"C"
4,2,"half",11.7192720206285,"B"
4,2,"starvation",10.1812465557587,"B"
4,2,"starvation",9.87514249495914,"A"
4,2,"starvation",9.61168900649574,"A"
4,2,"starvation",9.58395962174987,"C"
4,2,"starvation",9.69599160694389,"A"
4,2,"starvation",10.2773194292592,"C"
4,2,"starvation",9.70449521286272,"C"
4,2,"starvation",9.70396891907281,"B"
4,2,"starvation",9.9966590364936,"C"
4,2,"starvation",10.3187925681681,"C"
4,3,"control",11.033234369061,"B"
4,3,"control",11.5286537918448,"A"
4,3,"control",11.3321239541201,"A"
4,3,"control",11.4576933626524,"C"
4,3,"control",11.9753575680159,"B"
4,3,"control",11.5379510004592,"B"
4,3,"control",10.780154314756,"A"
4,3,"control",12.0273627043379,"A"
4,3,"control",11.3093308923,"C"
4,3,"control",11.3583105959114,"C"
4,3,"half",10.045391782553,"A"
4,3,"half",11.5692129911944,"A"
4,3,"half",10.2555895474222,"C"
4,3,"half",9.85496476409612,"A"
4,3,"half",10.8381957371794,"C"
4,3,"half",10.4206779035689,"C"
4,3,"half",10.7763907787363,"B"
4,3,"half",10.5783374393508,"C"
4,3,"half",11.0632703310004,"A"
4,3,"half",10.9227597783181,"C"
4,3,"starvation",10.3361757344956,"A"
4,3,"starvation",9.73322410163817,"B"
4,3,"starvation",10.1946389824277,"A"
4,3,"starvation",9.54698525322008,"A"
4,3,"starvation",9.49514510807863,"C"
4,3,"starvation",9.50235915954326,"A"
4,3,"starvation",9.00965837650061,"B"
4,3,"starvation",10.0231859884381,"A"
4,3,"starvation",8.8228185928213,"B"
4,3,"starvation",10.2291197963595,"A"
4,4,"control",12.5475560035824,"B"
4,4,"control",11.8669831568737,"B"
4,4,"control",12.0210860207383,"B"
4,4,"control",11.5911878942618,"B"
4,4,"control",11.5160314025408,"C"
4,4,"control",11.7669505709868,"A"
4,4,"control",11.9658804236342,"A"
4,4,"control",11.3715742000544,"A"
4,4,"control",11.5072152339585,"B"
4,4,"control",11.7652806734542,"C"
4,4,"half",10.1341769448302,"C"
4,4,"half",10.5207092658341,"C"
4,4,"half",11.14309704389,"C"
4,4,"half",11.2313484982668,"B"
4,4,"half",10.6082755265303,"C"
4,4,"half",11.050893438585,"A"
4,4,"half",10.3544139964104,"A"
4,4,"half",10.2198616869307,"A"
4,4,"half",10.7794295612888,"B"
4,4,"half",10.0094521704541,"A"
4,4,"starvation",8.59069990836997,"C"
4,4,"starvation",8.76015496985544,"A"
4,4,"starvation",8.65556684991788,"B"
4,4,"starvation",8.74270249262393,"C"
4,4,"starvation",8.0622193588481,"A"
4,4,"starvation",9.02226905085353,"B"
4,4,"starvation",8.68992991434524,"C"
4,4,"starvation",8.49571879196067,"B"
4,4,"starvation",8.64481490828019,"B"
4,4,"starvation",8.24200837008818,"B"
4,5,"control",12.1475442697992,"B"
4,5,"control",12.1792856050247,"B"
4,5,"control",11.9731970389779,"B"
4,5,"control",11.5714945304271,"A"
4,5,"control",11.9700159023986,"B"
4,5,"control",11.8229755922161,"A"
4,5,"control",12.3149268456126,"A"
4,5,"control",11.5613922376486,"A"
4,5,"control",11.2065672053442,"A"
4,5,"control",12.3000459086613,"B"
4,5,"half",10.4033201772456,"A"
4,5,"half",10.3530194588404,"A"
4,5,"half",9.93649065174551,"C"
4,5,"half",10.2363649261039,"A"
4,5,"half",9.95268387165621,"A"
4,5,"half",10.1079661518786,"C"
4,5,"half",9.94413138964622,"C"
4,5,"half",10.6418077865825,"B"
4,5,"half",10.7435548576821,"B"
4,5,"half",10.881556200854,"A"
4,5,"starvation",7.99683825918601,"C"
4,5,"starvation",7.41834915024411,"C"
4,5,"starvation",7.18938962558446,"C"
4,5,"starvation",6.94121829958883,"C"
4,5,"starvation",7.72404261645964,"C"
4,5,"starvation",7.39819438981341,"B"
4,5,"starvation",7.47183376660566,"B"
4,5,"starvation",6.89139327863006,"A"
4,5,"starvation",6.69711792338179,"C"
4,5,"starvation",7.76727160385878,"A"
4,6,"control",11.2763457564079,"A"
4,6,"control",10.755720159535,"A"
4,6,"control",10.8576301791735,"C"
4,6,"control",11.4367507929692,"A"
4,6,"control",11.2309932750849,"B"
4,6,"control",10.9417002655313,"A"
4,6,"control",10.9567489403124,"C"
4,6,"control",11.4101141696261,"B"
4,6,"control",11.9903965882187,"B"
4,6,"control",11.4964642160747,"B"
4,6,"half",10.2695680666873,"B"
4,6,"half",10.2373469948587,"B"
4,6,"half",10.5631255774557,"C"
4,6,"half",10.660577642213,"A"
4,6,"half",10.7217294244616,"A"
4,6,"half",11.3536749568021,"B"
4,6,"half",10.2044690190611,"B"
4,6,"half",10.6136975486128,"B"
4,6,"half",11.4197436504278,"C"
4,6,"half",10.5722605326198,"C"
4,6,"starvation",7.02535692551186,"C"
4,6,"starvation",7.56774898676721,"C"
4,6,"starvation",6.89704695432887,"B"
4,6,"starvation",7.37556438044471,"C"
4,6,"starvation",7.0285327950918,"C"
4,6,"starvation",7.04595128470304,"A"
4,6,"starvation",7.61888032747623,"A"
4,6,"starvation",8.86784107434361,"C"
4,6,"starvation",7.35288753165525,"A"
4,6,"starvation",7.0023013579942,"C"
4,7,"control",11.6860448970779,"A"
4,7,"control",11.8991761829368,"C"
4,7,"control",11.3159882563304,"B"
4,7,"control",11.2550861973858,"A"
4,7,"control",11.9023011317359,"A"
4,7,"control",11.5501418032979,"B"
4,7,"control",11.8186504762987,"C"
4,7,"control",11.2963591471293,"C"
4,7,"control",11.2559227623884,"A"
4,7,"control",12.5001380060816,"A"
4,7,"half",9.28288565930516,"B"
4,7,"half",9.26919336913347,"B"
4,7,"half",9.85429186582279,"A"
4,7,"half",9.98718883858402,"B"
4,7,"half",9.88026634810408,"B"
4,7,"half",9.69906024787083,"C"
4,7,"half",9.66802440233991,"C"
4,7,"half",9.38388713845143,"A"
4,7,"half",9.31744880306494,"B"
4,7,"half",9.94997722998917,"A"
4,7,"starvation",6.37958291249005,"C"
4,7,"starvation",6.39681528573837,"B"
4,7,"starvation",6.62727287708732,"A"
4,7,"starvation",6.5821856799811,"C"
4,7,"starvation",6.87252551567089,"B"
4,7,"starvation",6.53758878497271,"A"
4,7,"starvation",7.19545492062155,"A"
4,7,"starvation",6.86173042010753,"A"
4,7,"starvation",7.27586176680153,"B"
4,7,"starvation",6.76898107376184,"A"
4,8,"control",11.3221193786325,"A"
4,8,"control",11.9706945103846,"A"
4,8,"control",11.4027954295606,"B"
4,8,"control",11.5189425471325,"A"
4,8,"control",11.4803263576195,"C"
4,8,"control",12.0420232900387,"A"
4,8,"control",11.2965023522298,"A"
4,8,"control",11.6603562938504,"C"
4,8,"control",11.5131410838219,"C"
4,8,"control",11.920363514579,"C"
4,8,"half",9.48822417951542,"A"
4,8,"half",10.4590540476835,"A"
4,8,"half",10.7143882345003,"C"
4,8,"half",9.64962811994222,"C"
4,8,"half",10.030163369542,"C"
4,8,"half",10.5877670562151,"C"
4,8,"half",9.22649316652363,"A"
4,8,"half",10.4631568340654,"B"
4,8,"half",10.2268482928848,"C"
4,8,"half",10.6973620520518,"A"
4,8,"starvation",6.10630722530337,"A"
4,8,"starvation",6.64083553234238,"C"
4,8,"starvation",5.85779144367427,"B"
4,8,"starvation",5.63617983542149,"B"
4,8,"starvation",6.41901880282628,"C"
4,8,"starvation",6.72210017211182,"B"
4,8,"starvation",5.91901217730724,"C"
4,8,"starvation",6.18484507127686,"A"
4,8,"starvation",6.40875806758057,"C"
4,8,"starvation",5.40896644254379,"B"
4,9,"control",11.5551131847433,"C"
4,9,"control",11.6662254975234,"C"
4,9,"control",11.2979764839688,"C"
4,9,"control",11.0962291385401,"C"
4,9,"control",11.1879543798936,"A"
4,9,"control",11.1523053343487,"B"
4,9,"control",11.0731254689834,"A"
4,9,"control",11.4390636019589,"A"
4,9,"control",11.0698689128257,"C"
4,9,"control",11.2842734502299,"A"
4,9,"half",10.6276815327312,"B"
4,9,"half",10.5100576616801,"A"
4,9,"half",10.3162897798522,"A"
4,9,"half",9.69235127067095,"C"
4,9,"half",9.89074776985792,"A"
4,9,"half",10.0767950819082,"A"
4,9,"half",10.5946126550078,"C"
4,9,"half",9.9732023840426,"A"
4,9,"half",9.76532877395295,"A"
4,9,"half",10.2231664827839,"A"
4,9,"starvation",4.21414299521572,"C"
4,9,"starvation",4.0249009631243,"C"
4,9,"starvation",4.32417824974414,"B"
4,9,"starvation",5.31390180122837,"C"
4,9,"starvation",4.27291742113498,"B"
4,9,"starvation",4.64463732818858,"B"
4,9,"starvation",4.48426616368462,"A"
4,9,"starvation",5.10017467485632,"B"
4,9,"starvation",4.79874778115763,"C"
4,9,"starvation",4.2449398231255,"A"
4,10,"control",11.3064617237334,"C"
4,10,"control",11.2492517022138,"B"
4,10,"control",11.8696709761024,"C"
4,10,"control",11.5868139153141,"C"
4,10,"control",12.3282012756069,"A"
4,10,"control",12.0110645399139,"C"
4,10,"control",12.3072988741367,"A"
4,10,"control",12.6032835971869,"C"
4,10,"control",12.1086106720015,"B"
4,10,"control",11.7480716849799,"C"
4,10,"half",12.0638767954847,"C"
4,10,"half",11.5689689587765,"C"
4,10,"half",12.7069626567938,"B"
4,10,"half",11.6928416696103,"C"
4,10,"half",12.8204951302241,"B"
4,10,"half",11.8358845966592,"B"
4,10,"half",12.022188357152,"C"
4,10,"half",12.1894709271656,"C"
4,10,"half",11.3914571896742,"C"
4,10,"half",12.0922773480427,"C"
4,10,"starvation",3.70768939137492,"C"
4,10,"starvation",2.8564139020935,"A"
4,10,"starvation",2.80566013231563,"A"
4,10,"starvation",2.9177903673427,"C"
4,10,"starvation",2.79083949972063,"B"
4,10,"starvation",2.59998425831041,"C"
4,10,"starvation",2.26662333064063,"C"
4,10,"starvation",2.53896256911254,"C"
4,10,"starvation",2.01645517794176,"C"
4,10,"starvation",3.08452202211432,"A"
5,0,"control",12.4793085655966,"A"
5,0,"control",11.5946121555328,"C"
5,0,"control",12.1857246777747,"A"
5,0,"control",11.2884180156777,"B"
5,0,"control",12.1584591350196,"A"
5,0,"control",12.5417095868177,"C"
5,0,"control",11.5381432738492,"B"
5,0,"control",11.8428786997139,"B"
5,0,"control",12.0670816080698,"A"
5,0,"control",12.2774229890153,"A"
5,0,"half",12.0698408787265,"A"
5,0,"half",11.530579508192,"A"
5,0,"half",11.5121666966241,"C"
5,0,"half",12.4158133297769,"A"
5,0,"half",12.2698420972572,"C"
5,0,"half",12.4188954538967,"C"
5,0,"half",11.5647930940715,"C"
5,0,"half",11.7995930064317,"B"
5,0,"half",11.1509428298089,"C"
5,0,"half",12.2295559970997,"C"
5,0,"starvation",12.2895230074376,"B"
5,0,"starvation",11.5608241893928,"B"
5,0,"starvation",11.964150063764,"B"
5,0,"starvation",11.4833412630254,"B"
5,0,"starvation",11.6193610962805,"A"
5,0,"starvation",11.7655813582006,"B"
5,0,"starvation",12.1447445768187,"A"
5,0,"starvation",11.465866837319,"C"
5,0,"starvation",12.3839661648757,"C"
5,0,"starvation",12.2580566010602,"C"
5,1,"control",11.6984408166587,"C"
5,1,"control",12.5351894879246,"A"
5,1,"control",11.6769413185387,"C"
5,1,"control",12.1514186800587,"A"
5,1,"control",11.9321992104304,"C"
5,1,"control",11.7276569297213,"B"
5,1,"control",11.3808037837872,"B"
5,1,"control",12.2425853038147,"B"
5,1,"control",11.5250385073764,"C"
5,1,"control",12.1467034867952,"A"
5,1,"half",11.4516771255202,"B"
5,1,"half",11.0150131589807,"B"
5,1,"half",12.021401067598,"B"
5,1,"half",11.5515626265969,"A"
5,1,"half",11.9565700821229,"A"
5,1,"half",11.7972085057471,"A"
5,1,"half",12.3935862521775,"A"
5,1,"half",11.5767961794399,"C"
5,1,"half",11.1621338186666,"B"
5,1,"half",11.5225931250258,"C"
5,1,"starvation",11.304677020911,"C"
5,1,"starvation",11.0289737558235,"A"
5,1,"starvation",10.8352528001224,"C"
5,1,"starvation",11.1893918650166,"B"
5,1,"starvation",11.0679303183875,"A"
5,1,"starvation",11.4308069953241,"A"
5,1,"starvation",10.572620404189,"C"
5,1,"starvation",10.7462811549214,"B"
5,1,"starvation",11.471520414406,"C"
5,1,"starvation",11.7347483939662,"A"
5,2,"control",12.0475220541579,"A"
5,2,"control",11.9039973558353,"A"
5,2,"control",11.3783240550267,"C"
5,2,"control",10.5496862889075,"C"
5,2,"control",10.6188680980634,"C"
5,2,"control",11.8276233364194,"A"
5,2,"control",11.8004385383293,"B"
5,2,"control",11.0123373786462,"B"
5,2,"control",11.6985190987471,"B"
5,2,"control",11.7027381927982,"A"
5,2,"half",11.4367034646233,"C"
5,2,"half",12.0446188839492,"A"
5,2,"half",11.4989516710261,"C"
5,2,"half",11.3803620570555,"A"
5,2,"half",11.2906798559682,"B"
5,2,"half",11.2373957509453,"C"
5,2,"half",11.0202539390077,"C"
5,2,"half",11.4727949163073,"B"
5,2,"half",11.8343622031307,"A"
5,2,"half",11.2638780758853,"B"
5,2,"starvation",10.6327904854387,"A"
5,2,"starvation",10.0099635609456,"C"
5,2,"starvation",10.1046184404214,"C"
5,2,"starvation",10.0199670205217,"C"
5,2,"starvation",9.77398609672172,"B"
5,2,"starvation",9.48061973914607,"A"
5,2,"starvation",10.1302714341206,"C"
5,2,"starvation",9.28220077272506,"B"
5,2,"starvation",9.79603680453476,"B"
5,2,"starvation",9.47680651632495,"B"
5,3,"control",12.133710642856,"C"
5,3,"control",11.4477350302052,"C"
5,3,"control",11.6851210545222,"B"
5,3,"control",11.9083626597115,"B"
5,3,"control",12.4025456493495,"B"
5,3,"control",11.7375211745213,"C"
5,3,"control",12.839888682202,"A"
5,3,"control",12.4465601495577,"B"
5,3,"control",12.3348437934181,"B"
5,3,"control",12.2386943654872,"C"
5,3,"half",11.2677166950764,"C"
5,3,"half",11.8147549168049,"B"
5,3,"half",11.0782304526681,"A"
5,3,"half",11.2216723189604,"C"
5,3,"half",10.8966624746405,"C"
