"replicate","exp_day","treatment","trait"
3,7,"starvation",4.34210313725447
3,7,"starvation",4.59898557881179
3,7,"starvation",4.34703508602451
3,7,"starvation",5.11611814838131
3,7,"starvation",4.24707084958946
3,8,"control",10.3494495863139
3,8,"control",9.84832291311583
3,8,"control",10.1947796196453
3,8,"control",9.90996912411463
3,8,"control",10.0603986432164
3,8,"control",10.4284095510838
3,8,"control",9.64939104635037
3,8,"control",10.0321072311768
3,8,"control",10.1591593809931
3,8,"control",9.99551679624216
3,8,"half",8.17376862957794
3,8,"half",9.05745501879547
3,8,"half",8.34646237878371
3,8,"half",9.13626262084422
3,8,"half",9.04249822051417
3,8,"half",7.73062306794724
3,8,"half",9.08642370312046
3,8,"half",7.77491948212597
3,8,"half",8.67415424087777
3,8,"half",8.45672527782305
3,8,"starvation",4.27907238732554
3,8,"starvation",4.5729722140934
3,8,"starvation",3.67100882375667
3,8,"starvation",4.01707919613836
3,8,"starvation",4.11662228107924
3,8,"starvation",4.18239685705466
3,8,"starvation",3.61920286888378
3,8,"starvation",3.81899946607036
3,8,"starvation",3.24238249040358
3,8,"starvation",3.57000281995937
3,9,"control",9.68175991462949
3,9,"control",10.1407027156153
3,9,"control",10.1272829149328
3,9,"control",9.98738494974002
3,9,"control",10.0908650021809
3,9,"control",9.98304307793361
3,9,"control",10.4422548293061
3,9,"control",10.1043730879797
3,9,"control",9.43870608016033
3,9,"control",9.98491582867516
3,9,"half",8.86583705214072
3,9,"half",7.82800858878323
3,9,"half",8.4033421437
3,9,"half",8.49020980963775
3,9,"half",8.80850529712644
3,9,"half",8.47597763722953
3,9,"half",7.89461810773034
3,9,"half",8.96300280926033
3,9,"half",9.08203876992579
3,9,"half",8.55613178960832
3,9,"starvation",3.28018202763521
3,9,"starvation",3.45108879445368
3,9,"starvation",2.36495378399747
3,9,"starvation",3.08781692034355
3,9,"starvation",2.79473556012228
3,9,"starvation",3.25005901626946
3,9,"starvation",3.27698135578122
3,9,"starvation",3.69306839928337
3,9,"starvation",2.71731482694828
3,9,"starvation",2.8038645938734
3,10,"control",10.2776342296977
3,10,"control",9.91163385873317
3,10,"control",10.3056302053164
3,10,"control",10.6073625828138
3,10,"control",10.4273730608905
3,10,"control",9.52041025254747
3,10,"control",9.34153421908463
3,10,"control",9.79884932541846
3,10,"control",9.85621605308944
3,10,"control",10.4441439982612
3,10,"half",8.74305667128353
3,10,"half",8.412730172533
3,10,"half",8.68382834141854
3,10,"half",7.59340187510237
3,10,"half",9.02144967477181
3,10,"half",8.16006391212316
3,10,"half",7.55802662595687
3,10,"half",8.51065592811757
3,10,"half",8.23808200421097
3,10,"half",8.39834092693265
3,10,"starvation",2.14882838448193
3,10,"starvation",2.56741527725385
3,10,"starvation",2.43463378896709
3,10,"starvation",2.55241432087746
3,10,"starvation",2.94960933989
3,10,"starvation",2.36636156948793
3,10,"starvation",1.68022843653325
3,10,"starvation",1.59901986451319
3,10,"starvation",2.54093223984646
3,10,"starvation",1.81076819275012
4,0,"control",8.49399092262198
4,0,"control",8.04293477653548
4,0,"control",8.40237419289992
4,0,"control",9.23945730558487
4,0,"control",9.50375293384541
4,0,"control",8.24914870646088
4,0,"control",8.71791646984108
4,0,"control",7.79867753721419
4,0,"control",8.35582154193525
4,0,"control",9.14585128297179
4,0,"half",9.45990494477321
4,0,"half",9.3285494963192
4,0,"half",8.23757050787414
4,0,"half",8.88899226215123
4,0,"half",8.70454050584922
4,0,"half",9.14043470610795
4,0,"half",8.72548181632922
4,0,"half",8.70364392775464
4,0,"half",9.29219581126958
4,0,"half",9.23523910458153
4,0,"starvation",8.96785146682372
4,0,"starvation",8.4634354225893
4,0,"starvation",8.96030322414732
4,0,"starvation",9.2172192446109
4,0,"starvation",8.91726634362168
4,0,"starvation",9.13056214663698
4,0,"starvation",8.39475102821919
4,0,"starvation",8.21952917382134
4,0,"starvation",9.46278097653289
4,0,"starvation",8.97254264842994
4,1,"control",9.17715642161868
4,1,"control",9.95962350147736
4,1,"control",8.29255726393504
4,1,"control",8.6089983040645
4,1,"control",8.63146703993331
4,1,"control",9.86266536707626
4,1,"control",9.0975838084999
4,1,"control",9.23002116752146
4,1,"control",8.92403130550929
4,1,"control",9.22692265937076
4,1,"half",8.84440107505148
4,1,"half",8.96739297812362
4,1,"half",8.48166183591574
4,1,"half",8.67028978263386
4,1,"half",8.71568507379679
4,1,"half",9.40625695218635
4,1,"half",8.0108235737049
4,1,"half",8.42440287142112
4,1,"half",9.2534187700955
4,1,"half",8.3485953517312
4,1,"starvation",8.04247649441653
4,1,"starvation",7.96930801790401
4,1,"starvation",9.3897621458131
4,1,"starvation",8.53895583223229
4,1,"starvation",8.33295672720276
4,1,"starvation",8.34056540189798
4,1,"starvation",8.29370439336461
4,1,"starvation",8.14669186915437
4,1,"starvation",8.19218667182019
4,1,"starvation",7.82020784066059
4,2,"control",9.87837437632457
4,2,"control",9.09350520090031
4,2,"control",8.85769782990697
4,2,"control",9.00072411724122
4,2,"control",8.71739256058923
4,2,"control",8.6952848172091
4,2,"control",8.78720273605272
4,2,"control",8.53277113631838
4,2,"control",8.58857723386698
4,2,"control",9.14872949457762
4,2,"half",8.61433837493173
4,2,"half",8.57691170233365
4,2,"half",8.29280380432755
4,2,"half",8.51218413440096
4,2,"half",8.19509957087531
4,2,"half",8.46344844849959
4,2,"half",8.13211754899653
4,2,"half",8.84178243091166
4,2,"half",8.11117371716166
4,2,"half",9.44814442493085
4,2,"starvation",6.96560562206563
4,2,"starvation",7.44315343407027
4,2,"starvation",7.67160159598842
4,2,"starvation",7.11644738007587
4,2,"starvation",7.66886698693987
4,2,"starvation",7.36548689662133
4,2,"starvation",7.05402343894429
4,2,"starvation",7.88365010098593
4,2,"starvation",7.57297178631545
4,2,"starvation",7.64274522114479
4,3,"control",9.10774315136466
4,3,"control",9.49048524465617
4,3,"control",9.21203884051803
4,3,"control",8.64989605652142
4,3,"control",8.58043448728392
4,3,"control",8.58641781727309
4,3,"control",8.82445979335608
4,3,"control",8.43513305887727
4,3,"control",9.14902688938724
4,3,"control",8.77964076073793
4,3,"half",8.41867894738728
4,3,"half",8.71655747424519
4,3,"half",8.2337238661767
4,3,"half",8.08506584802212
4,3,"half",8.30800592306625
4,3,"half",8.34805136529651
4,3,"half",8.74719036862849
4,3,"half",8.60139378895432
4,3,"half",8.84699523260464
4,3,"half",7.67700151623699
4,3,"starvation",6.11636513061956
4,3,"starvation",6.17233681919955
4,3,"starvation",6.25538612526403
4,3,"starvation",6.35595635101068
4,3,"starvation",7.15663812334132
4,3,"starvation",6.00482676679998
4,3,"starvation",6.21149668663652
4,3,"starvation",6.46836872101672
4,3,"starvation",6.78434769388638
4,3,"starvation",6.26956516510665
4,4,"control",8.85578563693358
4,4,"control",8.73928736598558
4,4,"control",8.7833582090706
4,4,"control",9.05790693425463
4,4,"control",8.52039304457003
4,4,"control",8.95807435864666
4,4,"control",8.8897559983268
4,4,"control",8.80141027548073
4,4,"control",9.53270933500052
4,4,"control",8.34981389731933
4,4,"half",7.74967843055339
4,4,"half",9.46576890407569
4,4,"half",7.80656912368275
4,4,"half",7.63494187819218
4,4,"half",8.28569808482904
4,4,"half",8.70726552857795
4,4,"half",7.8503709485952
4,4,"half",8.31756747921835
4,4,"half",7.65422838025689
4,4,"half",7.97984375382646
4,4,"starvation",6.16515928068823
4,4,"starvation",6.15918776761055
4,4,"starvation",5.90775435698538
4,4,"starvation",5.61202370113832
4,4,"starvation",5.04930356354678
4,4,"starvation",5.52857005519697
4,4,"starvation",6.13956973582191
4,4,"starvation",6.34488717423732
4,4,"starvation",5.92326049095281
4,4,"starvation",5.93520076587146
4,5,"control",8.83778974475845
4,5,"control",8.95724272266502
4,5,"control",8.74813807457822
4,5,"control",9.23560417333447
4,5,"control",8.869281944209
4,5,"control",8.85317071832971
4,5,"control",8.59052957264629
4,5,"control",8.41750469223204
4,5,"control",8.86858704381824
4,5,"control",9.28502201690377
4,5,"half",8.25447738705012
4,5,"half",8.45121474180502
4,5,"half",7.67244819220542
4,5,"half",8.12401123137429
4,5,"half",8.00053782647072
4,5,"half",7.76628795103199
4,5,"half",7.51955414082831
4,5,"half",7.67432576909527
4,5,"half",7.34218773269901
4,5,"half",7.38207521402808
4,5,"starvation",4.34136595261777
4,5,"starvation",5.61293524390118
4,5,"starvation",5.75295169193466
4,5,"starvation",5.35125762315994
4,5,"starvation",5.02950798156019
4,5,"starvation",5.0709760062071
4,5,"starvation",4.31328523511602
4,5,"starvation",4.72433862890575
4,5,"starvation",5.30598631089024
4,5,"starvation",5.23039150855258
4,6,"control",10.2489872150997
4,6,"control",8.89939095182172
4,6,"control",8.70405597913307
4,6,"control",8.76050524972196
4,6,"control",8.60354917921337
4,6,"control",9.12107364912133
4,6,"control",8.92536116247548
4,6,"control",8.39802732768106
4,6,"control",9.26087007649125
4,6,"control",8.56174608443388
4,6,"half",8.12723757258027
4,6,"half",7.89813598084639
4,6,"half",7.58505650529788
4,6,"half",6.84481892103987
4,6,"half",7.52428133205107
4,6,"half",7.06972608138847
4,6,"half",7.46187901770035
4,6,"half",7.10685735816667
4,6,"half",7.38751616546597
4,6,"half",8.10587622520747
4,6,"starvation",4.33404303933679
4,6,"starvation",4.21999438575274
4,6,"starvation",4.21182940542135
4,6,"starvation",3.7098071492432
4,6,"starvation",4.02012037798713
4,6,"starvation",3.97882412179763
4,6,"starvation",3.83533848464731
4,6,"starvation",3.50345785395345
4,6,"starvation",4.38733078095309
4,6,"starvation",5.09644394623206
4,7,"control",9.17455204131647
4,7,"control",8.83593870046081
4,7,"control",8.03134632107857
4,7,"control",9.16922392819883
4,7,"control",9.62971931497483
4,7,"control",8.33344968682667
4,7,"control",8.74535126978587
4,7,"control",8.48061577804697
4,7,"control",9.49471378443315
4,7,"control",8.41031190873539
4,7,"half",7.29694081840569
4,7,"half",7.84156823841977
4,7,"half",7.73671451190654
4,7,"half",8.44278911820395
4,7,"half",7.21626096714891
4,7,"half",7.137067292672
4,7,"half",7.64332438827139
4,7,"half",7.81426409944875
4,7,"half",7.23478896544813
4,7,"half",7.37125923968301
4,7,"starvation",3.44588800706525
4,7,"starvation",2.69141198852338
4,7,"starvation",2.71294071388216
4,7,"starvation",3.69054556103417
4,7,"starvation",3.35478125223116
4,7,"starvation",2.13071398398177
4,7,"starvation",3.56372833480792
4,7,"starvation",3.19238198070508
4,7,"starvation",3.40464258432614
4,7,"starvation",3.25838529828941
4,8,"control",9.18306767321324
4,8,"control",9.26410041636892
4,8,"control",8.33065309377435
4,8,"control",9.35730601784577
4,8,"control",8.52738486108776
4,8,"control",9.53304138549332
4,8,"control",8.35871841394823
4,8,"control",8.82313576220969
4,8,"control",9.90374299221284
4,8,"control",8.66136257098881
4,8,"half",7.03940805996353
4,8,"half",6.93733542466773
4,8,"half",7.37030601262227
4,8,"half",7.09087747957282
4,8,"half",7.86618777175053
4,8,"half",6.87662393440271
4,8,"half",7.79613356590345
4,8,"half",7.04854356364738
4,8,"half",7.49775316581597
4,8,"half",7.96381853870919
4,8,"starvation",2.46935910069436
4,8,"starvation",2.56061313182091
4,8,"starvation",2.17832699082637
4,8,"starvation",3.15275712777024
4,8,"starvation",2.93506835725181
4,8,"starvation",2.57125016902938
4,8,"starvation",2.22532572187435
4,8,"starvation",2.97323577764923
4,8,"starvation",2.85404558263837
4,8,"starvation",2.55198422598371
4,9,"control",8.86154828263092
4,9,"control",9.42754172043839
4,9,"control",9.09634880606895
4,9,"control",8.92275534410328
4,9,"control",9.60470442467379
4,9,"control",9.18675693321288
4,9,"control",8.71575700850858
4,9,"control",8.59008409421893
4,9,"control",8.98140847796926
4,9,"control",8.96839684744683
4,9,"half",6.6532943104918
4,9,"half",6.25556982948005
4,9,"half",7.07635903480821
4,9,"half",6.78259139374857
4,9,"half",6.61865681100285
4,9,"half",6.97177645722075
4,9,"half",6.98036311697178
4,9,"half",7.66345635514469
4,9,"half",7.82173814270114
4,9,"half",6.55394703099354
4,9,"starvation",1.14060280030507
4,9,"starvation",1.42353127999475
4,9,"starvation",1.2916711916959
4,9,"starvation",1.31168766603636
4,9,"starvation",2.23725110104991
4,9,"starvation",1.51116560393283
4,9,"starvation",2.21425454502382
4,9,"starvation",1.31773254256153
4,9,"starvation",1.82719132501779
4,9,"starvation",1.97648866174347
4,10,"control",8.92702140113024
4,10,"control",8.93905137283873
4,10,"control",8.05826205159103
4,10,"control",9.37646887539353
4,10,"control",8.15240800595272
4,10,"control",9.17696354459582
4,10,"control",9.24223771307547
4,10,"control",9.0744386608341
4,10,"control",8.59866831894585
4,10,"control",8.79382068105389
4,10,"half",7.07481788624807
4,10,"half",6.67231126182795
4,10,"half",6.68109622593736
4,10,"half",7.23328680156777
4,10,"half",6.57107264425676
4,10,"half",6.90748100794784
4,10,"half",7.16033622166697
4,10,"half",7.21113144766086
4,10,"half",6.66373376951374
4,10,"half",5.98308068787467
4,10,"starvation",0.683545500998654
4,10,"starvation",0.560463905159578
4,10,"starvation",0.788620205372615
4,10,"starvation",0.737651327087043
4,10,"starvation",1.05149947095864
4,10,"starvation",1.11314755927158
4,10,"starvation",1.30509975422249
4,10,"starvation",0.477700949222467
4,10,"starvation",0.665327784084907
4,10,"starvation",0.734676763158489
5,0,"control",4.24321248338951
5,0,"control",3.75377971568672
5,0,"control",4.09127494933908
5,0,"control",3.55385876195896
5,0,"control",4.17486745845313
5,0,"control",3.14691912180241
5,0,"control",3.72707551563552
5,0,"control",3.6105421928648
5,0,"control",3.10400393442458
5,0,"control",4.20311846086263
5,0,"half",3.76087576772371
5,0,"half",3.08216827504738
5,0,"half",3.18159896049084
5,0,"half",3.7648352020315
5,0,"half",3.81589231994516
5,0,"half",2.72191229673972
5,0,"half",2.42103494989602
5,0,"half",3.72746633213134
5,0,"half",3.93246274200419
5,0,"half",3.51284695525261
5,0,"starvation",3.73199070580093
5,0,"starvation",2.89789683085373
5,0,"starvation",3.67088700630934
5,0,"starvation",3.04375870912655
5,0,"starvation",3.25374809228479
5,0,"starvation",2.74317506878918
5,0,"starvation",3.12122281548028
5,0,"starvation",3.43775947028748
5,0,"starvation",3.4547389365024
5,0,"starvation",3.49367280583217
5,1,"control",3.84332141239078
5,1,"control",3.62142039883146
5,1,"control",3.00434463513247
5,1,"control",3.32178288016894
5,1,"control",3.87192372834765
5,1,"control",4.16831490249977
5,1,"control",3.05054458860928
5,1,"control",3.94736998490972
5,1,"control",3.91772709658051
5,1,"control",4.19225469909742
5,1,"half",3.59534468341586
5,1,"half",3.92891293090866
5,1,"half",2.46923032621996
5,1,"half",4.16019063955692
5,1,"half",3.23536866941111
5,1,"half",3.86281187754027
5,1,"half",2.70999641274563
5,1,"half",3.42978920065095
5,1,"half",3.76913586764605
5,1,"half",3.66450592253662
5,1,"starvation",2.41334660659664
5,1,"starvation",2.59688484621288
5,1,"starvation",2.91362741308618
5,1,"starvation",2.28235521657747
5,1,"starvation",3.64721095619534
5,1,"starvation",3.14529138915337
5,1,"starvation",2.32757389381969
5,1,"starvation",3.13598999315702
5,1,"starvation",3.27147800458183
5,1,"starvation",3.4254945756666
5,2,"control",3.90491650729439
5,2,"control",3.43226158324022
5,2,"control",2.53929266506152
5,2,"control",2.85135301346645
5,2,"control",3.7943031071998
5,2,"control",3.96281250246443
5,2,"control",3.1994425135897
5,2,"control",3.46584260673572
5,2,"control",2.7559013551776
5,2,"control",3.61020968849732
5,2,"half",3.08040014909564
5,2,"half",2.45735285004945
5,2,"half",3.13928671879793
5,2,"half",2.16805234843464
5,2,"half",2.61094108425352
5,2,"half",2.48956768532075
5,2,"half",3.18752290001838
5,2,"half",3.42191400570829
5,2,"half",2.21036460076045
5,2,"half",2.89238757008102
5,2,"starvation",1.7739731804804
5,2,"starvation",2.16380041385115
5,2,"starvation",1.90426816677969
5,2,"starvation",1.88675321556978
5,2,"starvation",1.21131279245144
5,2,"starvation",1.44346480748992
5,2,"starvation",1.66961334640757
5,2,"starvation",2.15370503632886
5,2,"starvation",1.55805551611001
5,2,"starvation",2.19285407299021
5,3,"control",3.49350124670803
5,3,"control",3.2309688236953
5,3,"control",3.11424479596757
5,3,"control",3.54539873134515
5,3,"control",3.82041882288198
5,3,"control",3.77948976228097
5,3,"control",2.92952423635117
5,3,"control",3.04633806581953
5,3,"control",3.47513029824078
5,3,"control",3.10743165006208
5,3,"half",2.98515292787222
5,3,"half",2.33146808209806
5,3,"half",2.2374874066303
5,3,"half",2.83186053538246
5,3,"half",2.55003625146752
5,3,"half",3.022479129753
5,3,"half",2.92744697808601
5,3,"half",2.64095796538325
5,3,"half",2.53461899581413
5,3,"half",2.55656434224387
5,3,"starvation",1.07437648099448
5,3,"starvation",1.23208355034338
5,3,"starvation",0.90893045197638
5,3,"starvation",0.93093019121276
5,3,"starvation",0.893366912970868
5,3,"starvation",0.96248094413289
5,3,"starvation",0.522577063287918
5,3,"starvation",0.506727678564703
5,3,"starvation",1.25748703274655
5,3,"starvation",1.19490187812096
5,4,"control",4.06000723779806
5,4,"control",3.16202335085989
5,4,"control",3.60146695001075
5,4,"control",3.22505681442718
5,4,"control",3.2519671979707
5,4,"control",3.53798965407369
5,4,"control",2.97393532729179
5,4,"control",3.05898837974673
5,4,"control",3.02988236429831
5,4,"control",3.98754202252076
5,4,"half",1.91450857400233
5,4,"half",2.3793095535311
5,4,"half",2.56312954858892
5,4,"half",2.8354497137033
5,4,"half",2.64689099299959
5,4,"half",3.17597403515483
5,4,"half",2.21415559396562
5,4,"half",2.71228010052768
5,4,"half",2.10393057931148
5,4,"half",3.0586696050568
5,4,"starvation",-0.11876938663563
5,4,"starvation",0.620606821508952
5,4,"starvation",0.745336613567851
5,4,"starvation",-0.776991132828012
5,4,"starvation",-0.256463216574686
5,4,"starvation",-0.41037937061974
5,4,"starvation",0.777077907416056
5,4,"starvation",0.390751756473609
5,4,"starvation",0.709329950473848
5,4,"starvation",1.00464007974761
5,5,"control",3.02648176496278
5,5,"control",3.28200688783749
5,5,"control",3.65276508339114
5,5,"control",3.03729887675999
5,5,"control",4.0726504754616
5,5,"control",2.66259872598522
5,5,"control",3.12643443205876
5,5,"control",3.71855504924714
5,5,"control",2.892432311339
5,5,"control",3.15223639746735
5,5,"half",2.32454876428867
5,5,"half",3.11527933678804
5,5,"half",2.44631693475566
5,5,"half",2.67230553615126
5,5,"half",1.68507710016325
5,5,"half",3.04475153166232
5,5,"half",2.00717420997253
5,5,"half",2.94312482674778
5,5,"half",1.9369101085863
5,5,"half",2.13976884010999
5,5,"starvation",-0.556404687373616
5,5,"starvation",-0.435541791997687
5,5,"starvation",-0.964557405276856
5,5,"starvation",-0.424308576281267
5,5,"starvation",-0.70170154863222
5,5,"starvation",-0.039575047748353
5,5,"starvation",-0.130769373586038
5,5,"starvation",-0.849938178130089
5,5,"starvation",-0.60918759564021
5,5,"starvation",-0.775352782559981
5,6,"control",3.80455114747766
5,6,"control",3.25310650244887
5,6,"control",3.64113555923553
5,6,"control",3.3919731125079
5,6,"control",3.03503714189901
5,6,"control",3.22639845511314
5,6,"control",3.3505442309212
5,6,"control",3.6283274747424
5,6,"control",3.14166398705452
5,6,"control",3.85889783081811
5,6,"half",2.12791032227078
5,6,"half",2.29971858637408
5,6,"half",1.77528945613665
5,6,"half",2.19961269700147
5,6,"half",2.0645430033973
5,6,"half",2.15212579282401
5,6,"half",2.12643377843474
5,6,"half",1.65482796127184
5,6,"half",2.02809422433685
5,6,"half",1.45417945186124
5,6,"starvation",-1.70994788676358
5,6,"starvation",-1.39777050751285
5,6,"starvation",-1.12018658958753
5,6,"starvation",-0.947451935161039
5,6,"starvation",-1.49001146213135
5,6,"starvation",-1.35667352848411
5,6,"starvation",-1.99614691669527
5,6,"starvation",-1.90517128061217
5,6,"starvation",-1.49864326976266
5,6,"starvation",-1.4605371650972
5,7,"control",3.55689164088359
5,7,"control",3.8152095155838
5,7,"control",2.68820860601533
5,7,"control",3.99248776170121
5,7,"control",3.6796071983014
5,7,"control",3.26786542575117
5,7,"control",3.43051265057774
5,7,"control",3.7389743625589
5,7,"control",2.53058447978218
5,7,"control",3.5964768586907
5,7,"half",1.69653385193064
5,7,"half",2.34416657155387
5,7,"half",1.8624259087319
5,7,"half",1.99196439395036
5,7,"half",2.60559359217768
5,7,"half",1.86591441076034
5,7,"half",2.53706501789612
5,7,"half",1.43867370539589
5,7,"half",1.2406347921065
5,7,"half",1.42548548563817
5,7,"starvation",-2.12490801657054
5,7,"starvation",-2.02070719668848
5,7,"starvation",-2.02213025798947
5,7,"starvation",-2.23768565494867
5,7,"starvation",-2.29036337583413
5,7,"starvation",-2.37882107188792
5,7,"starvation",-2.23834694202125
5,7,"starvation",-2.42900834606231
5,7,"starvation",-2.27351057542563
5,7,"starvation",-2.0124004827529
5,8,"control",3.49891944918721
5,8,"control",3.01354138356001
5,8,"control",3.22993856186544
5,8,"control",3.38082090894371
5,8,"control",3.44391871955237
5,8,"control",3.00539008462485
5,8,"control",4.11090894884517
5,8,"control",2.40516235458437
5,8,"control",3.52376995692854
5,8,"control",3.0289863550536
5,8,"half",2.36819553608005
5,8,"half",1.9575835867166
5,8,"half",1.63606059238197
5,8,"half",2.99968463365327
5,8,"half",1.75829885487592
5,8,"half",2.45021923315011
5,8,"half",2.17824257203064
5,8,"half",1.61680380202243
5,8,"half",2.35238124160655
5,8,"half",2.4513941914543
5,8,"starvation",-2.40770312469177
5,8,"starvation",-3.2506832668811
5,8,"starvation",-3.26135056176484
5,8,"starvation",-2.73682145351178
5,8,"starvation",-3.22520609936002
5,8,"starvation",-3.53847504429581
5,8,"starvation",-2.7391263125693
5,8,"starvation",-2.5377369517222
5,8,"starvation",-2.79992366791605
5,8,"starvation",-2.29279538960083
5,9,"control",3.54318047734676
5,9,"control",3.47801590963713
5,9,"control",2.95220722485629
5,9,"control",3.38220699615009
5,9,"control",3.66321103127404
5,9,"control",3.63166511784618
5,9,"control",2.84704242105898
5,9,"control",3.66544787309585
5,9,"control",3.75947492608381
5,9,"control",3.25235291638004
5,9,"half",1.51635596257099
5,9,"half",1.60211055303202
5,9,"half",1.49535591406449
5,9,"half",1.946589074357
5,9,"half",1.66673572018141
5,9,"half",1.55534235353036
5,9,"half",1.44807475928614
5,9,"half",1.5892526467139
5,9,"half",1.95109186132431
5,9,"half",1.74701898253794
5,9,"starvation",-3.7236393762185
5,9,"starvation",-4.37118697330828
5,9,"starvation",-3.56076671160811
5,9,"starvation",-3.74762675435031
5,9,"starvation",-3.61312434772183
5,9,"starvation",-4.24483002149011
5,9,"starvation",-3.50705708986161
5,9,"starvation",-4.44156378414775
5,9,"starvation",-2.60341273468822
5,9,"starvation",-4.04005449552069
5,10,"control",3.13262509223103
5,10,"control",3.48097842068813
5,10,"control",3.07530811973585
5,10,"control",3.59576226134138
5,10,"control",3.04815629241135
5,10,"control",3.59176232615009
5,10,"control",4.13286574554429
5,10,"control",3.32861502191835
5,10,"control",3.48936779332761
5,10,"control",3.01566914886615
5,10,"half",1.63047748358007
5,10,"half",1.10785333671845
5,10,"half",0.577477567417472
5,10,"half",1.00588587314285
5,10,"half",1.38234917004325
5,10,"half",1.04465796523118
5,10,"half",1.50139866642
5,10,"half",1.96092335457585
5,10,"half",0.0531780142005731
5,10,"half",2.00672560875823
5,10,"starvation",-4.31143044234328
5,10,"starvation",-5.24720376026487
5,10,"starvation",-4.9251831473015
5,10,"starvation",-5.30857297663861
5,10,"starvation",-5.41024538987955
5,10,"starvation",-4.47771511230061
5,10,"starvation",-4.34389052529355
5,10,"starvation",-4.43128409380864
5,10,"starvation",-4.19689412444491
5,10,"starvation",-5.05793767799176
6,0,"control",12.4850553747404
6,0,"control",11.7616287692957
6,0,"control",12.7905354978995
6,0,"control",11.9238188249558
6,0,"control",12.6054976031427
6,0,"control",12.5124660532332
6,0,"control",12.282524408205
6,0,"control",12.2744937286742
6,0,"control",12.0448190983897
6,0,"control",12.2984306698773
6,0,"half",12.6124671064519
6,0,"half",11.9239212456956
6,0,"half",12.0549960705953
6,0,"half",11.8289251241975
6,0,"half",11.6067209050753
6,0,"half",11.7322765128528
6,0,"half",12.3888532731667
6,0,"half",11.4649287584987
6,0,"half",12.1060646226049
6,0,"half",12.5106028613819
6,0,"starvation",12.5773116269062
6,0,"starvation",12.3127230161094
6,0,"starvation",12.315820221121
6,0,"starvation",11.8045752633857
6,0,"starvation",12.0588150342534
6,0,"starvation",12.972369723282
6,0,"starvation",12.2584194867666
6,0,"starvation",12.2482317773479
6,0,"starvation",12.7207622179482
6,0,"starvation",12.1037167536009
6,1,"control",11.6381314797215
6,1,"control",11.8926115081018
6,1,"control",12.2452778804887
6,1,"control",11.9846631370984
6,1,"control",12.0239767129741
6,1,"control",12.5343036793335
6,1,"control",12.3729969893912
6,1,"control",12.4688951156084
6,1,"control",12.7842498862678
6,1,"control",12.2160896685974
6,1,"half",12.5175688838372
6,1,"half",12.0673824914293
6,1,"half",11.8723236761667
6,1,"half",12.4571408426154
6,1,"half",12.2458621925865
6,1,"half",12.3300861103638
6,1,"half",12.0963780918706
6,1,"half",11.8678015296944
6,1,"half",12.1187008967952
6,1,"half",11.9975472078193
6,1,"starvation",11.8197619823299
6,1,"starvation",11.4035085050287
6,1,"starvation",10.7905714709274
6,1,"starvation",11.7323133091109
6,1,"starvation",12.3109077234605
6,1,"starvation",11.8484687042007
6,1,"starvation",12.2241396717941
6,1,"starvation",11.4107988118557
6,1,"starvation",11.2694905110836
6,1,"starvation",12.1051002506188
6,2,"control",12.4076515034192
6,2,"control",12.9020530252374
6,2,"control",12.5064214053599
6,2,"control",11.8222393185378
6,2,"control",11.827380398787
6,2,"control",11.9778533071512
6,2,"control",11.7429415119324
6,2,"control",11.8401936274896
6,2,"control",12.2455922637804
6,2,"control",12.1833677602272
6,2,"half",11.550195587921
6,2,"half",11.7917295030652
6,2,"half",11.2892275725553
6,2,"half",11.6270119025761
6,2,"half",12.0556510353449
6,2,"half",11.2901075589298
6,2,"half",12.0203818262677
6,2,"half",10.949581879606
6,2,"half",11.4411638896599
6,2,"half",12.0547228097979
6,2,"starvation",10.0450905472176
6,2,"starvation",9.83255545021694
6,2,"starvation",10.693802136943
6,2,"starvation",10.3629938319746
6,2,"starvation",10.6341116844027
6,2,"starvation",10.3277751998245
6,2,"starvation",10.2609953228363
6,2,"starvation",10.5698817383118
6,2,"starvation",10.8942302305059
6,2,"starvation",10.9182434045282
6,3,"control",11.8603707203787
6,3,"control",12.8006967307962
6,3,"control",12.1290699838294
6,3,"control",12.0417139690355
6,3,"control",12.5310770208396
6,3,"control",11.9772622786736
6,3,"control",11.9365875220267
6,3,"control",11.9327762205908
6,3,"control",12.6592399654789
6,3,"control",11.5835776390392
6,3,"half",11.2795953123671
6,3,"half",11.808185002462
6,3,"half",11.4798107895603
6,3,"half",12.125986102675
6,3,"half",10.919880558586
6,3,"half",11.3585090480318
6,3,"half",11.9173991274849
6,3,"half",11.5216555021574
6,3,"half",12.1440742295484
6,3,"half",11.3132000043261
6,3,"starvation",10.2412842839997
6,3,"starvation",9.88824757072132
6,3,"starvation",10.1758256770858
6,3,"starvation",9.64313632194533
6,3,"starvation",9.71471862267017
6,3,"starvation",10.7707543495449
6,3,"starvation",9.95729009111903
6,3,"starvation",9.77481330650353
6,3,"starvation",9.69217515916173
6,3,"starvation",9.97767413276692
6,4,"control",11.9755320708907
6,4,"control",12.579511955451
6,4,"control",12.2144354632842
6,4,"control",12.3615430083314
6,4,"control",12.499702148463
6,4,"control",12.2655781248148
6,4,"control",12.2801932898036
6,4,"control",11.8175040079744
6,4,"control",12.2351230832862
6,4,"control",12.3833511634206
6,4,"half",11.2743461407775
6,4,"half",11.852398281003
6,4,"half",11.2522016495523
6,4,"half",11.4872877342728
